query-id	corpus-id	score
2006762	575276	1
2006763	296840	1
2006766	145999	1
2006768	243633	1
2006769	524271	1
2006771	572626	1
2006772	494272	1
2006774	413240	1
2006775	431629	1
2006776	41112	1
2006778	174818	1
2006779	555124	1
2006780	123659	1
2006781	285176	1
2006783	406477	1
2006784	442853	1
2006785	196156	1
2006791	162956	1
2006792	71329	1
2006793	139381	1
2006794	515190	1
2006800	564005	1
2006803	394120	1
2006806	307755	1
2006808	326143	1
2006809	473404	1
2006810	527287	1
2006811	262300	1
2006812	304020	1
2006817	580056	1
2006818	305305	1
2006819	440477	1
2006820	238136	1
2006823	132953	1
2006825	288937	1
2006828	476355	1
2006829	482884	1
2006831	43359	1
2006832	418886	1
2006835	510760	1
2006837	115405	1
2006839	502048	1
2006840	40380	1
2006841	48267	1
2006842	101636	1
2006843	489267	1
2006849	289151	1
2006851	281291	1
2006852	438913	1
2006855	327582	1
2006857	289700	1
2006858	290646	1
2006859	116958	1
2006860	34818	1
2006861	121169	1
2006863	536394	1
2006865	328375	1
2006866	433900	1
2006868	78520	1
2006870	195817	1
2006873	428179	1
2006875	303931	1
2006876	110297	1
2006880	575287	1
2006882	156063	1
2006883	53820	1
2006884	534712	1
2006885	545035	1
2006886	27227	1
2006887	403948	1
2006888	284746	1
2006889	345389	1
2006891	156023	1
2006893	394093	1
2006897	16348	1
2006900	451622	1
2006901	324665	1
2006902	456387	1
2006909	154650	1
2006910	522481	1
2006911	278008	1
2006913	394928	1
2006916	299013	1
2006921	865	1
2006923	299868	1
2006924	235525	1
2006925	256227	1
2006927	579260	1
2006929	74731	1
2006930	589718	1
2006931	434326	1
2006933	8060	1
2006934	120544	1
2006935	147663	1
2006938	154768	1
2006941	437142	1
2006942	75725	1
2006943	466661	1
2006944	318756	1
2006946	233546	1
2006947	110429	1
2006948	161727	1
2006949	456669	1
2006957	342972	1
2006959	2929	1
2006960	53568	1
2006962	397652	1
2006963	559260	1
2006964	285789	1
2006965	21132	1
2006967	442053	1
2006971	67761	1
2006973	485776	1
2006975	351954	1
2006977	349403	1
2006978	184977	1
2006979	220778	1
2006985	459932	1
2006986	435715	1
2006988	288568	1
2006992	286267	1
2006994	427672	1
2006995	311349	1
2006997	155876	1
2006999	368026	1
2007001	296572	1
2007003	137573	1
2007005	462075	1
2007006	211655	1
2007010	341085	1
2007013	417297	1
2007014	502898	1
2007018	361783	1
2007022	149742	1
2007023	544357	1
2007025	518675	1
2007026	376221	1
2007027	595293	1
2007029	391428	1
2007032	315244	1
2007035	88495	1
2007041	466303	1
2007042	472243	1
2007043	431583	1
2007044	238160	1
2007045	180315	1
2007048	165981	1
2007049	461853	1
2007054	308917	1
2007056	184513	1
2007061	363707	1
2007062	545462	1
2007064	143060	1
2007068	229625	1
2007070	455880	1
2007074	367745	1
2007077	366209	1
2007078	96329	1
2007080	65736	1
2007081	457583	1
2007084	80640	1
2007085	46062	1
2007087	105038	1
2007091	133286	1
2007096	89561	1
2007101	405382	1
2007105	536094	1
2007107	351251	1
2007108	137185	1
2007109	215871	1
2007110	75293	1
2007115	138033	1
2007117	424766	1
2007118	354896	1
2007119	329938	1
2007121	76559	1
2007122	450885	1
2007123	459275	1
2007124	411851	1
2007126	217205	1
2007127	102727	1
2007131	43050	1
2007132	137406	1
2007135	415811	1
2007136	300331	1
2007137	139802	1
2007138	505187	1
2007141	50444	1
2007143	108331	1
2007144	527592	1
2007145	9143	1
2007147	285913	1
2007149	163198	1
2007150	541189	1
2007151	218141	1
2007158	416027	1
2007159	188145	1
2007160	563729	1
2007161	487864	1
2007163	383686	1
2007169	2903	1
2007170	406958	1
2007171	543563	1
2007175	238587	1
2007176	306306	1
2007177	498092	1
2007178	385529	1
2007186	81363	1
2007187	141668	1
2007188	13582	1
2007189	383198	1
2007192	327345	1
2007193	428107	1
2007194	383954	1
2007198	384696	1
2007199	316742	1
2007200	412921	1
2007202	207339	1
2007203	503818	1
2007207	403314	1
2007209	94528	1
2007210	8959	1
2007213	425512	1
2007215	312104	1
2007216	566607	1
2007218	207928	1
2007219	185739	1
2007221	25933	1
2007223	104512	1
2007230	57373	1
2007232	498728	1
2007236	332316	1
2007240	403271	1
2007242	166900	1
2007243	586010	1
2007244	414684	1
2007245	224314	1
2007246	57508	1
2007247	568301	1
2007251	40858	1
2007253	183237	1
2007254	229911	1
2007257	188446	1
2007261	3644	1
2007263	160430	1
2007265	596600	1
2007266	121822	1
2007267	64518	1
2007269	57377	1
2007270	590973	1
2007275	142242	1
2007276	469423	1
2007279	199701	1
2007284	215633	1
2007286	134441	1
2007287	92157	1
2007288	302560	1
2007290	125387	1
2007291	262594	1
2007297	402730	1
2007298	352673	1
2007299	144158	1
2007300	255924	1
2007301	571294	1
2007302	409540	1
2007309	327001	1
2007310	575469	1
2007311	554262	1
2007312	257262	1
2007313	463428	1
2007314	112442	1
2007316	500914	1
2007317	494570	1
2007318	113664	1
2007319	397324	1
2007321	373982	1
2007322	346404	1
2007324	75642	1
2007325	230825	1
2007326	127216	1
2007329	534603	1
2007330	84848	1
2007331	349824	1
2007333	532483	1
2007336	458903	1
2007337	579097	1
2007340	456807	1
2007352	96440	1
2007353	290270	1
2007354	242195	1
2007355	494439	1
2007356	489554	1
2007358	208209	1
2007360	180821	1
2007363	414868	1
2007365	112669	1
2007366	491183	1
2007367	388031	1
2007368	337099	1
2007370	358609	1
2007372	22793	1
2007373	94957	1
2007380	269620	1
2007381	579798	1
2007383	126700	1
2007384	128093	1
2007386	460725	1
2007390	67919	1
2007391	400845	1
2007395	321666	1
2007397	449428	1
2007399	365438	1
2007401	58120	1
2007402	55960	1
2007403	426766	1
2007405	480051	1
2007407	102593	1
2007412	246738	1
2007414	66237	1
2007415	16576	1
2007416	586984	1
2007417	346695	1
2007419	111330	1
2007422	22834	1
2007423	246896	1
2007426	420058	1
2007427	40888	1
2007431	173517	1
2007434	436102	1
2007437	295223	1
2007439	51385	1
2007444	447571	1
2007446	279044	1
2007452	498151	1
2007460	376781	1
2007461	525778	1
2007464	106960	1
2007466	314591	1
2007468	537057	1
2007469	64204	1
2007470	329899	1
2007474	400665	1
2007477	568868	1
2007478	547757	1
2007481	433450	1
2007482	219949	1
2007484	476829	1
2007486	149188	1
2007487	229838	1
2007490	146023	1
2007493	293851	1
2007494	511535	1
2007495	183814	1
2007501	217258	1
2007507	527320	1
2007508	369005	1
2007509	499715	1
2007511	395693	1
2007513	69407	1
2007515	572242	1
2007516	598428	1
2007518	297285	1
2007520	526743	1
2007521	480187	1
2007522	136879	1
2007525	573158	1
2007533	497469	1
2007534	493838	1
2007535	368183	1
2007536	256889	1
2007537	4541	1
2007539	130641	1
2007540	135940	1
2007542	110076	1
2007546	483617	1
2007548	365056	1
2007550	521424	1
2007551	123911	1
2007552	97796	1
2007553	501139	1
2007557	538928	1
2007558	239612	1
2007559	513916	1
2007561	81284	1
2007563	257116	1
2007565	230044	1
2007566	284007	1
2007572	456033	1
2007573	222391	1
2007574	549014	1
2007577	116181	1
2007580	289010	1
2007581	551848	1
2007582	316250	1
2007588	168137	1
2007589	23236	1
2007593	414870	1
2007596	518794	1
2007598	15994	1
2007599	382631	1
2007600	314607	1
2007607	518562	1
2007611	154008	1
2007612	225829	1
2007613	233687	1
2007616	406472	1
2007620	523925	1
2007624	282934	1
2007628	186389	1
2007633	539887	1
2007636	375752	1
2007639	507672	1
2007641	267206	1
2007644	356743	1
2007645	562671	1
2007649	237037	1
2007650	514743	1
2007651	547297	1
2007654	335889	1
2007656	533745	1
2007658	474804	1
2007659	19862	1
2007660	381937	1
2007661	339028	1
2007662	13672	1
2007664	114549	1
2007665	37964	1
2007669	324338	1
2007672	136239	1
2007674	87202	1
2007681	107342	1
2007684	52341	1
2007685	426472	1
2007689	348781	1
2007691	505953	1
2007692	82360	1
2007693	394195	1
2007698	93323	1
2007699	486178	1
2007701	537711	1
2007702	166818	1
2007704	371181	1
2007706	411551	1
2007707	76022	1
2007708	275532	1
2007711	487452	1
2007715	182358	1
2007716	25835	1
2007717	167088	1
2007719	279718	1
2007721	242843	1
2007724	389094	1
2007725	519088	1
2007726	379303	1
2007730	584140	1
2007732	385236	1
2007733	11330	1
2007735	229582	1
2007736	160625	1
2007737	111439	1
2007739	67511	1
2007740	519227	1
2007743	562927	1
2007744	467878	1
2007746	75735	1
2007747	35011	1
2007748	475577	1
2007751	18362	1
2007753	11237	1
2007755	429568	1
2007759	229640	1
2007761	232075	1
2007762	579427	1
2007765	41807	1
2007766	536844	1
2007767	535257	1
2007769	401074	1
2007770	325332	1
2007771	412183	1
2007780	567380	1
2007781	155727	1
2007783	241866	1
2007784	359955	1
2007789	250318	1
2007790	260889	1
2007791	332039	1
2007792	383252	1
2007794	271127	1
2007796	174674	1
2007797	445339	1
2007799	407042	1
2007800	153752	1
2007801	230626	1
2007802	223172	1
2007804	444543	1
2007806	366074	1
2007808	91039	1
2007811	107496	1
2007814	333034	1
2007815	386691	1
2007816	441408	1
2007817	426215	1
2007819	472020	1
2007820	497651	1
2007826	549232	1
2007828	314219	1
2007830	588990	1
2007833	71143	1
2007835	463429	1
2007836	15330	1
2007837	574366	1
2007838	219478	1
2007839	277933	1
2007840	571232	1
2007842	488081	1
2007843	321969	1
2007846	421017	1
2007852	239514	1
2007853	499470	1
2007855	109468	1
2007859	520670	1
2007861	109754	1
2007862	4416	1
2007863	265142	1
2007867	495662	1
2007869	165692	1
2007872	374789	1
2007873	322514	1
2007874	202485	1
2007875	398792	1
2007876	150741	1
2007881	290525	1
2007883	260198	1
2007884	307524	1
2007886	169370	1
2007888	422468	1
2007889	82457	1
2007892	438797	1
2007895	519961	1
2007896	208015	1
2007897	20880	1
2007898	399760	1
2007899	587434	1
2007900	376209	1
2007903	185146	1
2007904	587619	1
2007906	365568	1
2007908	111727	1
2007909	524480	1
2007911	192576	1
2007912	464633	1
2007915	393510	1
2007919	349776	1
2007920	317073	1
2007924	377575	1
2007926	319785	1
2007928	377831	1
2007930	550664	1
2007933	66901	1
2007934	431300	1
2007935	394715	1
2007936	42097	1
2007937	575627	1
2007940	421068	1
2007941	314430	1
2007945	99793	1
2007946	133923	1
2007947	60540	1
2007952	33576	1
2007953	335686	1
2007957	488004	1
2007958	382386	1
2007960	304941	1
2007963	591772	1
2007964	11096	1
2007966	369863	1
2007968	139689	1
2007969	92245	1
2007971	210983	1
2007972	526268	1
2007973	189439	1
2007975	556248	1
2007976	166826	1
2007978	493746	1
2007979	73100	1
2007980	41176	1
2007981	74636	1
2007985	433659	1
2007987	402982	1
2007988	128165	1
2007989	3939	1
2007991	207657	1
2007995	258613	1
2007996	369365	1
2007998	586633	1
2007999	592071	1
2008001	516957	1
2008006	477849	1
2008013	222383	1
2008014	330	1
2008016	502781	1
2008021	4180	1
2008022	85003	1
2008024	2818	1
2008027	406963	1
2008029	597503	1
2008032	594478	1
2008035	402770	1
2008036	178306	1
2008037	242707	1
2008038	215823	1
2008039	412446	1
2008040	516076	1
2008046	36074	1
2008047	578382	1
2008049	241992	1
2008052	316567	1
2008053	501690	1
2008055	67393	1
2008058	500568	1
2008061	575210	1
2008063	527407	1
2008065	15239	1
2008066	281732	1
2008067	141785	1
2008068	115947	1
2008069	378337	1
2008074	255947	1
2008075	47414	1
2008076	4790	1
2008079	353520	1
2008080	171983	1
2008082	191375	1
2008084	139654	1
2008090	569958	1
2008092	309561	1
2008096	410259	1
2008097	49273	1
2008103	557237	1
2008104	101813	1
2008105	516678	1
2008106	60090	1
2008107	482824	1
2008110	518266	1
2008111	295309	1
2008112	13832	1
2008113	576865	1
2008116	435919	1
2008117	152216	1
2008121	475916	1
2008125	317392	1
2008127	231578	1
2008130	59075	1
2008131	470872	1
2008132	453035	1
2008133	161332	1
2008135	593238	1
2008140	109073	1
2008141	6882	1
2008142	145901	1
2008143	576983	1
2008146	179346	1
2008148	363736	1
2008150	481064	1
2008151	427856	1
2008153	178453	1
2008154	519860	1
2008155	462216	1
2008156	529879	1
2008157	458317	1
2008159	492913	1
2008160	293411	1
2008161	126241	1
2008163	485460	1
2008166	317725	1
2008169	22742	1
2008170	98693	1
2008171	132005	1
2008172	403018	1
2008174	492613	1
2008179	47161	1
2008182	329544	1
2008183	469036	1
2008185	252825	1
2008188	375340	1
2008189	28088	1
2008191	136018	1
2008195	47569	1
2008200	102742	1
2008201	59758	1
2008203	212235	1
2008206	446147	1
2008207	304679	1
2008209	274883	1
2008212	444661	1
2008215	460951	1
2008220	194782	1
2008221	408226	1
2008225	264959	1
2008226	296095	1
2008227	462061	1
2008230	409403	1
2008231	213111	1
2008235	566347	1
2008237	311474	1
2008238	408892	1
2008241	479801	1
2008242	459597	1
2008243	439463	1
2008244	98072	1
2008245	266600	1
2008248	142470	1
2008251	9632	1
2008252	405841	1
2008253	313892	1
2008257	417450	1
2008261	536018	1
2008262	195726	1
2008263	530642	1
2008265	185561	1
2008266	443586	1
2008267	470369	1
2008268	325647	1
2008273	2565	1
2008274	323595	1
2008275	284004	1
2008276	181098	1
2008278	405369	1
2008280	417917	1
2008282	515413	1
2008284	52555	1
2008288	195583	1
2008289	546454	1
2008293	32393	1
2008294	59388	1
2008296	359753	1
2008299	368903	1
2008301	599288	1
2008304	311905	1
2008308	383932	1
2008309	124782	1
2008311	477267	1
2008314	382286	1
2008315	516563	1
2008317	591843	1
2008318	418699	1
2008320	342307	1
2008321	274576	1
2008323	116003	1
2008324	541534	1
2008327	122018	1
2008330	224972	1
2008331	391454	1
2008333	130776	1
2008334	328063	1
2008335	515570	1
2008336	290842	1
2008338	290499	1
2008340	118758	1
2008342	26091	1
2008344	376291	1
2008345	72391	1
2008348	89520	1
2008351	218637	1
2008354	579777	1
2008359	556679	1
2008362	518700	1
2008368	31376	1
2008369	482183	1
2008375	8126	1
2008376	149535	1
2008378	648	1
2008380	105251	1
2008384	517726	1
2008385	328436	1
2008387	180306	1
2008388	171067	1
2008389	286906	1
2008393	304938	1
2008397	6978	1
2008398	6036	1
2008399	275206	1
2008400	264121	1
2008406	62061	1
2008407	400927	1
2008412	488439	1
2008413	50969	1
2008414	581500	1
2008416	378258	1
2008417	62533	1
2008421	304210	1
2008422	394951	1
2008424	124971	1
2008425	25871	1
2008427	112957	1
2008441	373543	1
2008443	69434	1
2008445	53596	1
2008448	577370	1
2008449	108148	1
2008450	519663	1
2008451	77088	1
2008453	509552	1
2008455	146101	1
2008456	371991	1
2008457	334642	1
2008461	107067	1
2008462	22637	1
2008468	572711	1
2008469	547219	1
2008471	93101	1
2008477	573235	1
2008479	183890	1
2008482	223024	1
2008483	482152	1
2008486	327445	1
2008487	268067	1
2008488	550849	1
2008489	166183	1
2008492	436899	1
2008493	252656	1
2008494	397835	1
2008497	389264	1
2008499	222276	1
2008503	260411	1
2008504	230441	1
2008509	181346	1
2008511	356544	1
2008516	250381	1
2008517	488117	1
2008518	125854	1
2008519	190853	1
2008520	278801	1
2008522	551242	1
2008523	262528	1
2008524	401678	1
2008525	93675	1
2008526	23554	1
2008527	251672	1
2008529	481102	1
2008531	183176	1
2008532	179788	1
2008533	201302	1
2008543	120598	1
2008545	511950	1
2008547	325118	1
2008548	142659	1
2008549	504056	1
2008550	262485	1
2008554	517828	1
2008556	237193	1
2008560	145925	1
2008561	424381	1
2008569	328017	1
2008571	504152	1
2008573	69353	1
2008574	36700	1
2008577	239019	1
2008578	36846	1
2008580	10717	1
2008581	460654	1
2008582	70854	1
2008583	390550	1
2008584	458892	1
2008588	153779	1
2008590	242049	1
2008595	153194	1
2008600	78791	1
2008603	514001	1
2008604	46935	1
2008606	413078	1
2008607	348839	1
2008608	73556	1
2008609	30326	1
2008614	108591	1
2008616	107065	1
2008617	179822	1
2008618	511241	1
2008619	522698	1
2008620	513185	1
2008622	1681	1
2008623	172168	1
2008626	318650	1
2008629	251379	1
2008631	335361	1
2008632	458514	1
2008634	446556	1
2008636	439017	1
2008637	547704	1
2008639	355212	1
2008640	596406	1
2008642	481686	1
2008643	104693	1
2008645	276750	1
2008646	591369	1
2008647	85028	1
2008650	271017	1
2008651	488350	1
2008652	467021	1
2008653	9425	1
2008655	558065	1
2008658	12451	1
2008659	480676	1
2008662	75619	1
2008663	517209	1
2008665	532462	1
2008666	130044	1
2008669	491838	1
2008674	524207	1
2008675	154326	1
2008677	526989	1
2008680	541126	1
2008681	570639	1
2008682	80145	1
2008684	396819	1
2008685	239520	1
2008687	596661	1
2008688	86334	1
2008690	307186	1
2008692	258704	1
2008695	24567	1
2008697	157789	1
2008699	61247	1
2008700	422218	1
2008701	337346	1
2008704	104838	1
2008708	554765	1
2008709	196712	1
2008712	56065	1
2008713	262011	1
2008714	507895	1
2008715	27444	1
2008717	235796	1
2008718	349932	1
2008720	49696	1
2008721	313837	1
2008722	456616	1
2008724	464595	1
2008726	50381	1
2008729	451145	1
2008731	478223	1
2008736	16733	1
2008737	146606	1
2008738	81136	1
2008739	80477	1
2008744	449101	1
2008745	26581	1
2008746	81767	1
2008747	158446	1
2008748	511643	1
2008749	598225	1
2008755	506435	1
2008756	257910	1
2008758	564344	1
2008759	299516	1
2008760	216611	1
2008763	205406	1
2008764	97490	1
2008765	152794	1
2008768	507431	1
2008775	328055	1
2008777	493939	1
2008780	85932	1
2008781	544132	1
2008782	87720	1
2008784	457202	1
2008785	84309	1
2008787	96062	1
2008788	386668	1
2008789	546965	1
2008790	527669	1
2008795	438038	1
2008797	229533	1
2008798	475484	1
2008800	574187	1
2008803	365317	1
2008804	318567	1
2008806	205483	1
2008807	445350	1
2008811	440417	1
2008812	57795	1
2008813	88158	1
2008815	72240	1
2008818	176828	1
2008819	590063	1
2008823	300770	1
2008825	367277	1
2008826	510087	1
2008827	591512	1
2008831	475227	1
2008832	245665	1
2008833	9963	1
2008834	487606	1
2008839	562473	1
2008841	288062	1
2008842	579340	1
2008846	438351	1
2008850	154163	1
2008851	224800	1
2008852	123644	1
2008853	570189	1
2008854	432828	1
2008855	252226	1
2008856	498422	1
2008857	59580	1
2008859	415655	1
2008862	349530	1
2008863	401169	1
2008864	150015	1
2008865	5409	1
2008866	587288	1
2008867	301849	1
2008870	158975	1
2008871	66251	1
2008872	13037	1
2008874	10436	1
2008877	458912	1
2008879	247021	1
2008882	106836	1
2008884	444365	1
2008886	319840	1
2008887	422313	1
2008890	432866	1
2008892	124149	1
2008894	570012	1
2008895	444300	1
2008896	117422	1
2008898	407672	1
2008899	556182	1
2008900	428522	1
2008901	227358	1
2008903	441787	1
2008909	215224	1
2008910	62439	1
2008913	322077	1
2008915	54329	1
2008917	370225	1
2008921	99047	1
2008922	563848	1
2008924	259375	1
2008925	448594	1
2008927	80871	1
2008928	184383	1
2008934	461688	1
2008935	97548	1
2008936	12141	1
2008937	143733	1
2008938	163995	1
2008940	180159	1
2008943	228544	1
2008947	197326	1
2008948	122638	1
2008951	372666	1
2008953	419795	1
2008956	278727	1
2008957	80481	1
2008959	103053	1
2008960	167941	1
2008961	310715	1
2008962	519608	1
2008964	131441	1
2008965	300798	1
2008968	87866	1
2008969	207671	1
2008972	401059	1
2008975	143705	1
2008976	504808	1
2008977	140028	1
2008980	562080	1
2008981	358018	1
2008983	258799	1
2008984	420319	1
2008985	71308	1
2008987	365907	1
2008988	216745	1
2008991	37632	1
2008994	392649	1
2008998	272488	1
2009000	73844	1
2009003	51803	1
2009004	555808	1
2009005	230855	1
2009010	551187	1
2009013	147099	1
2009015	583966	1
2009016	342356	1
2009017	149004	1
2009025	192963	1
2009027	2889	1
2009031	23755	1
2009033	270426	1
2009034	432850	1
2009036	153265	1
2009037	315933	1
2009038	483389	1
2009042	89264	1
2009043	505954	1
2009048	50908	1
2009049	346535	1
2009051	545735	1
2009056	579380	1
2009057	281242	1
2009064	92419	1
2009065	218307	1
2009067	196642	1
2009069	33574	1
2009074	507789	1
2009079	446397	1
2009080	82039	1
2009081	106239	1
2009085	536600	1
2009086	1699	1
2009087	89563	1
2009088	240836	1
2009089	400078	1
2009091	460453	1
2009092	279121	1
2009094	458387	1
2009097	122488	1
2009098	515657	1
2009099	106320	1
2009101	486617	1
2009102	436086	1
2009103	599025	1
2009106	396771	1
2009108	247390	1
2009110	370185	1
2009111	385145	1
2009114	239428	1
2009115	35329	1
2009117	393959	1
2009119	466375	1
2009124	375469	1
2009128	584808	1
2009130	259829	1
2009131	271812	1
2009132	259245	1
2009134	267724	1
2009135	123322	1
2009136	309143	1
2009137	203012	1
2009138	438851	1
2009139	400291	1
2009142	353523	1
2009143	44115	1
2009144	397058	1
2009145	366346	1
2009146	496557	1
2009149	48355	1
2009150	40721	1
2009152	170200	1
2009153	80852	1
2009155	72510	1
2009156	132193	1
2009161	247738	1
2009164	449039	1
2009166	491771	1
2009167	336282	1
2009168	472139	1
2009169	437383	1
2009170	118368	1
2009171	340911	1
2009173	195584	1
2009174	75613	1
2009175	146506	1
2009177	55359	1
2009179	563277	1
2009180	251214	1
2009184	453466	1
2009188	359926	1
2009193	43625	1
2009194	228234	1
2009195	274722	1
2009199	309909	1
2009201	529124	1
2009203	217767	1
2009204	399370	1
2009208	12990	1
2009209	299591	1
2009210	16078	1
2009211	83664	1
2009212	105535	1
2009214	519288	1
2009215	352757	1
2009216	355008	1
2009218	51073	1
2009220	415718	1
2009222	134107	1
2009223	115467	1
2009224	555869	1
2009225	589582	1
2009227	282703	1
2009229	414429	1
2009230	517784	1
2009231	249960	1
2009232	496980	1
2009234	378218	1
2009236	310988	1
2009237	208431	1
2009239	577150	1
2009242	254759	1
2009243	185829	1
2009244	477744	1
2009250	304857	1
2009251	310875	1
2009252	200164	1
2009255	398132	1
2009256	129196	1
2009257	373812	1
2009258	308613	1
2009259	247680	1
2009260	252015	1
2009265	518712	1
2009266	352530	1
2009268	234816	1
2009270	589561	1
2009273	63144	1
2009274	474832	1
2009276	561343	1
2009277	3583	1
2009278	419180	1
2009280	227432	1
2009282	429973	1
2009283	439674	1
2009284	413755	1
2009285	539767	1
2009288	488364	1
2009289	179133	1
2009291	185054	1
2009292	94682	1
2009293	30865	1
2009298	85613	1
2009299	234139	1
2009300	368080	1
2009302	234697	1
2009307	375830	1
2009312	585257	1
2009313	60507	1
2009314	337916	1
2009315	278423	1
2009318	49655	1
2009319	386372	1
2009321	372470	1
2009322	46452	1
2009323	525793	1
2009325	473698	1
2009327	135823	1
2009329	543262	1
2009330	154884	1
2009334	514989	1
2009336	252517	1
2009338	494353	1
2009339	429930	1
2009340	18551	1
2009341	394061	1
2009342	30945	1
2009348	88193	1
2009349	317462	1
2009351	518869	1
2009352	584702	1
2009353	304298	1
2009357	89167	1
2009360	173858	1
2009362	130877	1
2009363	595866	1
2009366	220138	1
2009367	555352	1
2009369	267589	1
2009370	366141	1
2009371	89502	1
2009375	581085	1
2009381	549512	1
2009383	373410	1
2009385	253878	1
2009386	571685	1
2009387	433239	1
2009388	234975	1
2009392	563124	1
2009393	325529	1
2009396	79496	1
2009398	69774	1
2009399	157496	1
2009401	212817	1
2009403	212016	1
2009418	445300	1
2009425	165211	1
2009426	280523	1
2009430	142822	1
2009431	282168	1
2009436	472411	1
2009438	111730	1
2009440	183141	1
2009442	564376	1
2009450	506602	1
2009452	549377	1
2009453	158136	1
2009454	239949	1
2009456	547303	1
2009458	496059	1
2009461	76100	1
2009462	283511	1
2009464	318584	1
2009466	13129	1
2009467	538974	1
2009470	272738	1
2009473	320672	1
2009478	269934	1
2009479	4296	1
2009480	119616	1
2009481	535670	1
2009482	207772	1
2009484	246989	1
2009485	408184	1
2009486	18509	1
2009487	473805	1
2009488	333537	1
2009496	556373	1
2009498	416912	1
2009501	362374	1
2009503	66772	1
2009506	341776	1
2009510	383780	1
2009511	547119	1
2009512	274298	1
2009514	87320	1
2009516	314872	1
2009519	547651	1
2009520	257905	1
2009529	30631	1
2009533	428471	1
2009536	438753	1
2009540	373876	1
2009542	174831	1
2009544	318899	1
2009545	241569	1
2009546	78867	1
2009547	125621	1
2009552	104043	1
2009554	382583	1
2009559	210590	1
2009560	563557	1
2009562	182195	1
2009563	430064	1
2009569	13153	1
2009570	184549	1
2009571	478914	1
2009572	334495	1
2009573	54619	1
2009575	276078	1
2009576	72960	1
2009577	461511	1
2009579	403257	1
2009581	410119	1
2009586	329742	1
2009587	91854	1
2009588	493644	1
2009590	390289	1
2009592	10967	1
2009595	358242	1
2009596	342866	1
2009597	40241	1
2009599	105949	1
2009600	300962	1
2009603	405253	1
2009604	168226	1
2009605	222094	1
2009607	545143	1
2009611	241253	1
2009612	189741	1
2009615	421963	1
2009618	508124	1
2009620	449218	1
2009622	210015	1
2009623	317386	1
2009624	65344	1
2009629	483159	1
2009632	365873	1
2009636	437450	1
2009637	523927	1
2009638	432333	1
2009641	378339	1
2009642	470332	1
2009644	279577	1
2009646	262832	1
2009650	224242	1
2009651	67856	1
2009653	486378	1
2009654	381938	1
2009655	42944	1
2009656	489383	1
2009657	502477	1
2009660	182998	1
2009661	221968	1
2009662	575484	1
2009663	190601	1
2009665	499839	1
2009666	230517	1
2009667	72293	1
2009669	35534	1
2009670	250762	1
2009672	535936	1
2009674	353016	1
2009675	21827	1
2009676	22456	1
2009677	305111	1
2009679	437441	1
2009680	220641	1
2009683	280685	1
2009685	145276	1
2009688	39303	1
2009689	484868	1
2009690	436346	1
2009691	478181	1
2009693	301702	1
2009695	107699	1
2009697	281051	1
2009698	30296	1
2009700	528052	1
2009702	326099	1
2009703	37954	1
2009705	48530	1
2009708	227778	1
2009709	226858	1
2009712	380689	1
2009713	77122	1
2009714	157257	1
2009715	425968	1
2009717	523474	1
2009720	557929	1
2009723	483223	1
2009728	193869	1
2009729	188682	1
2009730	425748	1
2009731	468543	1
2009732	128408	1
2009733	519433	1
2009737	112535	1
2009738	297971	1
2009741	448070	1
2009744	578585	1
2009745	92794	1
2009748	199736	1
2009755	414686	1
2009757	138698	1
2009760	403679	1
2009761	331141	1
2009766	265993	1
2009768	61983	1
2009770	450418	1
2009772	90290	1
2009773	387419	1
2009775	341149	1
2009776	456772	1
2009783	382793	1
2009788	86493	1
2009790	446838	1
2009791	126895	1
2009792	266508	1
2009793	202405	1
2009794	466465	1
2009795	583405	1
2009798	76149	1
2009799	1953	1
2009800	436460	1
2009801	174295	1
2009802	3519	1
2009804	81157	1
2009805	419607	1
2009807	81904	1
2009811	576148	1
2009814	237974	1
2009817	207330	1
2009818	266740	1
2009819	187002	1
2009822	10837	1
2009825	478962	1
2009826	494553	1
2009828	406146	1
2009832	15921	1
2009833	374511	1
2009834	211456	1
2009835	509387	1
2009837	444377	1
2009839	162587	1
2009841	215722	1
2009843	455425	1
2009844	336925	1
2009845	207622	1
2009847	337074	1
2009849	217310	1
2009852	551542	1
2009855	335890	1
2009856	599700	1
2009858	3929	1
2009860	297950	1
2009866	484473	1
2009869	40628	1
2009871	420360	1
2009873	243277	1
2009876	94686	1
2009877	299777	1
2009878	33389	1
2009879	282663	1
2009880	530806	1
2009882	424001	1
2009887	136512	1
2009890	551000	1
2009891	212956	1
2009892	48240	1
2009893	16661	1
2009897	588454	1
2009898	498754	1
2009899	153316	1
2009900	285938	1
2009901	197175	1
2009904	72251	1
2009906	302106	1
2009907	199047	1
2009908	257603	1
2009909	419629	1
2009911	263032	1
2009913	193695	1
2009914	309577	1
2009916	359316	1
2009917	72114	1
2009918	571614	1
2009919	279935	1
2009920	299419	1
2009923	390922	1
2009926	321909	1
2009927	343131	1
2009928	363250	1
2009930	191622	1
2009934	308652	1
2009937	101715	1
2009938	80141	1
2009939	228737	1
2009940	36453	1
2009942	336812	1
2009944	120998	1
2009945	404817	1
2009947	260410	1
2009948	97918	1
2009949	76045	1
2009950	156014	1
2009951	254796	1
2009952	64727	1
2009955	424826	1
2009956	148788	1
2009957	416622	1
2009959	284843	1
2009961	352446	1
2009966	439469	1
2009968	266481	1
